,type,reference,price,district,street,area,plant,lift,parking,description
0,Flat,/en/inmueble/101132622/,"550,000€","['\n\n\n\n\n\n\nFlat in calle de Loreto', ' Les Corts', ' Barcelona\n\n\n550', '000€\n\n\n3 bed.\n119 m²\n1st floor exterior with lift\n\n\nFlat for sale in Barcelona', ' with 119 m²', ' 3 rooms and 1 bathrooms']",calle de Loreto,119 m²,1st,with lift,,"Flat for sale in Barcelona, with 119 m², 3 rooms and 1 bathrooms, Lift and Air conditioning."
1,Flat,/en/inmueble/83767550/,"1,195,000€","['\n\nFlat in paseo de Taulat', ' Diagonal Mar i el Front Marítim del Poblenou', ' Barcelona\n\n\n1', '195', '000€\nParking included\n\n\n4 bed.\n135 m²\n6th floor exterior with lift\n\n\nLocated very close to the sea', ' in front of Diagonal Mar Park we find this fantastic apartment with an area of 135 m² with a terrace of about 26 m² with excellent views of the sea and the city. It enjoys the best orientation and all rooms are exterior']",paseo de Taulat,135 m²,6th,with lift,Parking included,"Located very close to the sea, in front of Diagonal Mar Park we find this fantastic apartment with an area of 135 m² with a terrace of about 26 m² with excellent views of the sea and the city. It enjoys the best orientation and all rooms are exterior, allowing enjoy a great light and spectacular vie"
2,Flat,/en/inmueble/100367231/,"499,000€","['\n\n\n\n\n\n\nFlat in calle de Londres', "" La Nova Esquerra de l'Eixample"", ' Barcelona\n\n\n499', '000€\n\n\n529', '000 €\n\n6%\n\n\n\n3 bed.\n126 m²\n2nd floor with lift\n\n\nIMPECCABLE APARTMENT IN LA ESQUERRA DEL EIXAMPLE', '\nA few minutes walk from Plaza Francesc Macià and Avenida Josep Tarradelles']",calle de Londres,126 m²,2nd,lift,,"IMPECCABLE APARTMENT IN LA ESQUERRA DEL EIXAMPLE,
A few minutes walk from Plaza Francesc Macià and Avenida Josep Tarradelles, we find this spectacular brand new renovated 4-bedroom apartment.
The property is distributed as follows:
- Large living room with access to a balcony (facing the courtyar"
3,Flat,/en/inmueble/101089850/,"825,000€","['\n\n\n\n\n\n\nFlat in Sant Gervasi - Galvany', ' Barcelona\n\n\n825', '000€\n\n\n850']",Sant Gervasi - Galvany,198 m²,1st,with lift,,MADRAZO - PARC MORAGAS Exceptional ground floor located in one of the most vital areas of Sant Gervasi. Its exceptional location allows you to enjoy the pleasant and relaxing atmosphere provided by the urban oasis of Parc Moragas. The property is distributed in large loft-type spaces with four exter
4,Flat,/en/inmueble/100924489/,"1,330,000€","['\n\n\n\n\n\n\nFlat in calle de Gaziel', ' Sant Gervasi - La Bonanova', ' Barcelona\n\n\n1', '330', '000€\nGarage optional 30', '000 €\n\n\n1', '385', '000 €\n\n4%\n\n\n\n3 bed.\n141 m²\n1st floor exterior with lift\n\n\nSpectacular property in a quiet area of Barcelona', ' this fantastic property located on the first floor and with unobstructed views of green spaces', ' is located in an exclusive and perfectly maintained estate which has a swimming pool', ' playground for children']",calle de Gaziel,141 m²,1st,with lift,"Garage optional 30,000 €","Spectacular property in a quiet area of Barcelona, this fantastic property located on the first floor and with unobstructed views of green spaces, is located in an exclusive and perfectly maintained estate which has a swimming pool, playground for children, large green areas (gardens) and sports cou"
5,Flat,/en/inmueble/101615370/,"320,000€","['\n\n\n\n\n\n\nFlat in Sants', ' Barcelona\n\n\n320', '000€\n\n\n2 bed.\n83 m²\n2nd floor exterior without lift\n\n\nGALILEU - ROSES. - RENOVATED APARTMENT FOR SALE WITH TWO DOUBLE ROOMS IN THE SANTS NEIGHBORHOOD. House for sale with two double rooms', ' bathroom with shower', ' large kitchen and living room facing the street with access to a balcony. The apartment is totally exterior to the street']",Sants,83 m²,2nd,without lift,,"GALILEU - ROSES. - RENOVATED APARTMENT FOR SALE WITH TWO DOUBLE ROOMS IN THE SANTS NEIGHBORHOOD. House for sale with two double rooms, bathroom with shower, large kitchen and living room facing the street with access to a balcony. The apartment is totally exterior to the street, the living room and"
6,Flat,/en/inmueble/101500269/,"560,000€","['\n\n\n\n\n\n\nFlat in Sant Gervasi - Galvany', ' Barcelona\n\n\n560', '000€\n\n\n3 bed.\n102 m²\n5th floor exterior with lift\n\n\nWe present this apartment located in an emblematic building and with a FAD design award', ' on Vía Augusta.\nThe very bright apartment and all exterior']",Sant Gervasi - Galvany,102 m²,5th,with lift,,"We present this apartment located in an emblematic building and with a FAD design award, on Vía Augusta.
The very bright apartment and all exterior, is located on a 5th floor (6th of real height). It has 100 useful sqm that are distributed in 2 double rooms and one single and 2 bathrooms. The kitche"
7,Flat,/en/inmueble/101581533/,"790,000€","['\n\nFlat in avenida de Mistral', ' Sant Antoni', ' Barcelona\n\n\n790', '000€\n\n\n4 bed.\n152 m²\n5th floor exterior with lift\n\n\nHousing on Avenida Mistral', ' carrer de Sants', ' with calle Calabria', ' next to the Mercado de Sant Antoni. Contact by email at or whatsapp at\nLocated in the Eixample neighborhood']",avenida de Mistral,152 m²,5th,with lift,,"Housing on Avenida Mistral, carrer de Sants, with calle Calabria, next to the Mercado de Sant Antoni. Contact by email at or whatsapp at
Located in the Eixample neighborhood, we offer this property for sale located on Avenida Mistral itself. It is a great avenue that was once the way to access Barce"
8,Flat,/en/inmueble/101615394/,"299,000€","['\n\n\n\n\n\n\nFlat in Diagonal Mar i el Front Marítim del Poblenou', ' Barcelona\n\n\n299', '000€\n\n\n4 bed.\n69 m²\n1st floor exterior with lift\n\n\nApartment on the first floor', ' very bright', ' with a living room of approximately 16m² facing the street', ' four bedrooms', ' two doubles of 10m² each and two smaller singles', ' kitchen', ' bathroom', ' hallway and hall. Finca with elevator. Property connected with bus lines 7', ' 136', ' V31', ' B20', ' N6', ' N7']",Diagonal Mar i el Front Marítim del Poblenou,69 m²,1st,with lift,,"Apartment on the first floor, very bright, with a living room of approximately 16m² facing the street, four bedrooms, two doubles of 10m² each and two smaller singles, kitchen, bathroom, hallway and hall. Finca with elevator. Property connected with bus lines 7, 136, V31, B20, N6, N7, metro line L4"
9,Flat,/en/inmueble/101252897/,"218,000€","['\n\n\n\n\n\n\nFlat in calle Valldonzella', ' 40', ' El Raval', ' Barcelona\n\n\n218', '000€\n\n\n230']",calle Valldonzella,89 m²,4th,without lift,,Apartment located on the fifth floor without elevator. The house can be totally diaphanous since it does not have any main wall. It preserves the original hydraulic floors in perfect condition. It has two windows that overlook a very bright patio and a window and a balcony that overlook the commerci
